Publication Year,Author,Title,Url,Date,Extra,Manual Tags
2022,"Wei, X.; Gao, P.; Xu, J.; Zhang, H.; Tian, Q.; Ma, Z.; Academic Exchange Information Center",Research on Attack Behaviour Detection Based on Dynamic Graph Neural Network in Power IoT System,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158962308&doi=10.1117%2f12.2640979&partnerID=40&md5=2a06038aa8ac52c8e9df2b1994c0e68d,2022,0 citations (Semantic Scholar/DOI) [2025-04-09] 0 citations (Crossref/DOI) [2025-04-07] 0 citations (Crossref) [2025-04-02] Journal Abbreviation: Proc SPIE Int Soc Opt Eng,#done; Graph neural networks; Network-based; Power; Network security; Graph representation; Graph representation learning; Learning systems; notion; Behavioral research; Electric power system protection; Internet of things; Dynamic graph; Attack behavior; Attack behavior detection; Attack Behaviour Detection; Behavior detection; Graph Representation Learning; IoT system; IoT System; #cybersecurity
2021,"Wang, Z.; Weng, L.; Lu, M.; Liu, J.; Pan, L.",Application of Multiattention Mechanism in Power System Branch Parameter Identification,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114988139&doi=10.1155%2f2021%2f1834428&partnerID=40&md5=43a68cc6500173b96f0cb231623a3c5a,2021,9 citations (Semantic Scholar/DOI) [2025-04-09] 6 citations (Crossref) [2025-04-02] Publisher: Hindawi Limited,#done; Graph neural networks; Deep learning; Attention mechanisms; Topology; Learning systems; Electric power transmission networks; Machine learning methods; Topology information; #Check; Parameter estimation; Feature information; Historical information; Local feature extraction; Unsolved problems; #grid-analysis
2024,"Justin, G.; Paternain, S.",Real-time small-signal security assessment using graph neural networks,,2024,1 citations (Semantic Scholar/DOI) [2025-04-09] 0 citations (Crossref/DOI) [2025-04-07] 0 citations (Crossref) [2025-04-02],#done; Graph neural networks; Power systems; Power; Convolutional neural network; Phasor measurement units; Network security; Power system; Learning systems; Complex networks; Electric power system stability; Real- time; Real time systems; Security; Bus systems; Security assessment; Small signal stability; Small-signal security assessments; Small-signal stability; #faults-reliability
2024,"Justin, G.; Paternain, S.",Graph Neural Networks for Power System Security Assessment,,2024,0 citations (Semantic Scholar/DOI) [2025-04-09] 0 citations (Crossref/DOI) [2025-04-07],#done; graph neural networks; Graph neural networks; Power; Power system; Renewable energies; Security; Security assessment; power systems; security; Crucial functions; Intermittent renewables; Power system operators; Power system security assessment; Power systems computer aided design; #FaultLocalization
2024,"Jin, Hongwei; Balaprakash, Prasanna; Zou, Allen; Ghysels, Pieter; Krishnapriyan, Aditi S.; Mate, Adam; Barnes, Arthur; Bent, Russell",Physics-Informed Heterogeneous Graph Neural Networks for DC Blocker Placement,http://arxiv.org/abs/2405.10389,5/16/24,"1 citations (Semantic Scholar/arXiv) [2025-04-09] 1 citations (Semantic Scholar/DOI) [2025-04-09] arXiv:2405.10389 [cs, eess]",#done; #optimization-control
2024,"Jiangang, Lu; Huijuan, Tan; Ruifeng, Zhao; Wenxin, Guo; Zhen, Dai; Ping, Li",Applications of Graph Computing and Graph Neural Networks in Power Systems: A Survey,https://ieeexplore.ieee.org/document/10754312/?arnumber=10754312&tag=1,2024-09,0 citations (Semantic Scholar/DOI) [2025-04-09] ISSN: 2161-749X,#done; graph neural networks; Graph neural networks; Power; Uncertainty; Power system; power system; Renewable energy source; Renewable energy power; Power systems computer aided design; graph computing; Graph computing; graph database; Graph database; graph theory; Integration of renewable energies; Power electronic devices; #survey
2023,"Jhun, Bukyoung; Choi, Hoyun; Lee, Yongsun; Lee, Jongshin; Kim, Cook Hyun; Kahng, B.",Prediction and mitigation of nonlocal cascading failures using graph neural networks,https://doi.org/10.1063/5.0107420,1/9/23,8 citations (Semantic Scholar/DOI) [2025-04-09] 7 citations (Crossref/DOI) [2025-04-07] 7 citations (Crossref) [2025-04-02],#done; prediction; notion; artificial neural network; article; mitigation; reinforcement (psychology); #faults-reliability
2024,"Huangfu, H.; Wang, Y.; Lin, H.",Power System Transient Stability Assessment Method Based on Optimized Time-Spectral Graphical Neural Network,,2024,0 citations (Semantic Scholar/DOI) [2025-04-09] 0 citations (Crossref/DOI) [2025-04-07],#done; Power; Neural-networks; prediction; Prediction models; Power system transient stability assessment; Times series; Stability of power system; evaluation; Transient stability; Evaluation; transient stability; Power system analysis; Electromagnetic transients; Evaluation accuracy; multivariate chaotic time series; Multivariate chaotic time-series; power; Research models; Similar models; #faults-reliability
2024,"Huang, Y.; Chen, J.; Cai, D.; Wang, E.",Study of Total Transfer Capability Based on Deep Learning Theory,,2024,0 citations (Semantic Scholar/DOI) [2025-04-09] 0 citations (Crossref/DOI) [2025-04-07] 0 citations (Crossref) [2025-04-02],#done; Convolutional neural networks; Graph neural networks; Neural network models; Auto encoders; Neural network model; Convolutional neural network; Deep learning; Electric load flow; deep learning; Transients; Stability; Total transfer capability; Fully connected neural network; Networks and graphs; Power flow algorithm; regression prediction; Regression predictions; Total Transfer Capability; transient stability; #grid-analysis
2024,"He, Hongying; Luo, Guangwei; Zhu, Jizhong; Luo, Diansheng; Liang, Wenju; Liu, Nan",A Knowledge Graph Completion Method for the Power Transformer Based on Graph Neural Network and TransR,https://ieeexplore.ieee.org/abstract/document/10583716,2024-05,0 citations (Semantic Scholar/DOI) [2025-11-26] 0 citations (Semantic Scholar/DOI) [2025-04-09] 0 citations (Crossref/DOI) [2025-04-07] 0 citations (Crossref/DOI) [2025-04-07] 0 citations (Crossref) [2025-04-02],#done; Graph neural networks; Graph neural network; Embeddings; Maintenance; Power transformers; Knowledge graphs; Knowledge graph; Knowledge map completion; Power equipment operation and maintenance; TransR; Triples; Power equipment; Operations and maintenance; Knowledge map; Construction equipment; Maintenance personnel; Personnel; Transr; Triple; #data-management
2024,"Haghshenas, Seyed Hamed; Naeini, Mia",Resilient Temporal GCN for Smart Grid State Estimation Under Topology Inaccuracies,http://arxiv.org/abs/2410.16008,10/21/24,0 citations (Semantic Scholar/DOI) [2025-11-26] 0 citations (Semantic Scholar/arXiv) [2025-04-09] 0 citations (Semantic Scholar/DOI) [2025-04-09] arXiv:2410.16008 [eess] version: 1,#done; #grid-analysis
2024,"Habib, Benjamin; Isufi, Elvin; van Breda, Ward; Jongepier, Arjen; Cremer, Jochen L.",Deep Statistical Solver for Distribution System State Estimation,https://ieeexplore.ieee.org/abstract/document/10167837,2024-03,0 citations (Semantic Scholar/DOI) [2025-11-26] 15 citations (Semantic Scholar/DOI) [2025-04-09] 10 citations (Crossref/DOI) [2025-04-07] 10 citations (Crossref) [2025-04-02] Conference Name: IEEE Transactions on Power Systems,#done; notion; #grid-analysis
2022,"Gu, Sili; Qiao, Ji; Zhao, Zixuan; Zhu, Qiongfeng; Han, Fujia",Power System Transient Stability Assessment Based on Graph Neural Network with Interpretable Attribution Analysis,https://ieeexplore.ieee.org/abstract/document/10082542,2022-12,4 citations (Semantic Scholar/DOI) [2025-04-09] 4 citations (Crossref/DOI) [2025-04-07] 4 citations (Crossref) [2025-04-02],#done; Graph neural networks; graph neural network; Topology; notion; Electric power system control; Electric power system stability; Power system transient stability assessment; transient stability assessment; Transient stability assessment; Transients; Power angle; Angle stability; Stability evaluation; Additives; Shapley additive explanation; Shapley; Evaluation models; Power transient; #faults-reliability
2024,"Ghamizi, Salah; Cao, Jun; Ma, Aoxiang; Rodriguez, Pedro",PowerFlowMultiNet: Multigraph Neural Networks for Unbalanced Three-Phase Distribution Systems,http://arxiv.org/abs/2403.00892,3/12/24,"2 citations (Semantic Scholar/arXiv) [2025-04-09] arXiv:2403.00892 [cs, eess]",#done; notion; #optimization-control
2024,"Ghamizi, Salah; Bojchevski, Aleksandar; Ma, Aoxiang; Cao, Jun",SafePowerGraph: Safety-aware Evaluation of Graph Neural Networks for Transmission Power Grids,http://arxiv.org/abs/2407.12421,7/17/24,6 citations (Semantic Scholar/DOI) [2025-11-26] 2 citations (Semantic Scholar/arXiv) [2025-04-09] 2 citations (Semantic Scholar/DOI) [2025-04-09] arXiv:2407.12421 [cs] version: 1,#done; #faults-reliability
2021,"Fusco, Francesco; Eck, Bradley; Gormally, Robert; Purcell, Mark; Tirupathi, Seshu",Knowledge- and Data-driven Services for Energy Systems using Graph Neural Networks,http://arxiv.org/abs/2103.07248,3/12/21,14 citations (Semantic Scholar/arXiv) [2025-04-09] arXiv:2103.07248 [cs],#done; notion; #data-management
2024,"Feng, B.; Li, X.; Hou, Z.; Mao, J.; Liu, W.",Short-term Charging Quantity Prediction of Charging Stations Based on Graph Neural Networks,,2024,0 citations (Semantic Scholar/DOI) [2025-11-26] 0 citations (Semantic Scholar/DOI) [2025-04-09] 0 citations (Crossref/DOI) [2025-04-07],#done; Graph neural networks; Graph Neural Networks; Prediction models; Charging demands; Charging station; Demand forecasting; Demand prediction; Charging Stations; Demand Forecasting; Sequential Problems; Charging infrastructures; Charging stations; Rapid expansion; State of charge; National power; Sequential problems; Vehicle industry; #forecasting
2024,"Fan, M.; Xia, J.; Zhang, H.; Zhang, X.",Fault Location Method of Distribution Network Based on VGAE-GraphSAGE,,2024,0 citations (Semantic Scholar/DOI) [2025-04-09] 0 citations (Crossref/DOI) [2025-04-07] 0 citations (Crossref) [2025-04-02],#done; Graph neural networks; Location method; Network-based; Power distribution faults; Power distribution networks; Auto encoders; distribution network; fault location; feature extraction; Features extraction; graph neural network; Network faults; Power; Power transmission and distributions; Safe operation; Stable operation; #faults-reliability
2024,"Fahim, Shahriar Rahman; Atat, Rachad; Kececi, Cihat; Takiddin, Abdulrahman; Ismail, Muhammad; Davis, Katherine R.; Serpedin, Erchin",Generalized FDIA Detection in Power Dependent Electrified Transportation Systems,https://ieeexplore.ieee.org/document/10715443/?arnumber=10715443,2024-08,0 citations (Semantic Scholar/DOI) [2025-04-09] 0 citations (Crossref/DOI) [2025-04-07] 0 citations (Crossref) [2025-04-02] ISSN: 2076-1465,#done; Graph neural networks; Power; Graph neural network; Network security; Power system; False data injection attacks; Attack detection; Electric vehicles; Power networks; Transportation system; Coupled system; Coupled systems; Satisfaction rates; Transportation network; #cybersecurity
2024,"Eeckhout, V.; Fani, H.; Hashmi, M.U.; Deconinck, G.",Improved Physics-Informed Neural Network based AC Power Flow for Distribution Networks,,2024,0 citations (Semantic Scholar/DOI) [2025-04-09] 0 citations (Crossref/DOI) [2025-04-07],#done; Graph neural networks; Network-based; Power distribution networks; Loss functions; Neural-networks; Data-driven model; Data-driven approach; distribution networks; Physic-informed neural network; physics-informed neural network; DC distribution systems; AC power flow; data-driven model; Digital elevation model; Model free; Model-free technique; model-free techniques; #optimization-control
2024,"Eddin, M.E.; Massaoudi, M.; Abu-Rub, H.; Shadmand, M.; Abdallah, M.",Graph Neural Network-Based Node Clustering for Dual-Focused Power Network Partitioning,,2024,1 citations (Semantic Scholar/DOI) [2025-04-09] 0 citations (Crossref/DOI) [2025-04-07],#done; Power grids; Graph neural networks; Power; Graph neural network; Undirected graphs; Power networks; Clustering; Clusterings; graph neural networks (GNN); Network partitioning; normalized graph Laplacian; Normalized graph Laplacian; power networks; power system partitioning; Power system partitioning; System partitioning; #optimization-control
2019,"Donon, Balthazar; Donnot, Benjamin; Guyon, Isabelle; Marot, Antoine",Graph Neural Solver for Power Systems,https://ieeexplore.ieee.org/abstract/document/8851855,2019-07,57 citations (Semantic Scholar/DOI) [2025-04-09] 30 citations (Crossref/DOI) [2025-04-07] 30 citations (Crossref) [2025-04-02] ISSN: 2161-4407,#done; Graph neural networks; Electric load flow; Graphic methods; Topology; notion; Graph Neural Net; Graph Neural Solver; Neural Solver; Power Systems; Electric power transmission networks; Network architecture; Differential equations; Standby power systems; Fixed grids; Graph-based methods; Load flow computation; Load flow problem; Physical equations; #grid-analysis
2024,"Ding, Lijie; Shi, Huabo; Wang, Yongcan; Wang, Xi; Liu, Tingjian; Duan, Longxiang",Controlled Islanding of Power Systems Based on Structural Deep Clustering Network,https://ieeexplore.ieee.org/document/10532619/?arnumber=10532619,2024-04,0 citations (Semantic Scholar/DOI) [2025-04-09] 0 citations (Crossref/DOI) [2025-04-07] 0 citations (Crossref) [2025-04-02],#done; Graph neural networks; graph neural network; Power; Deep neural networks; Electric power transmission networks; Outages; Electric power transmission; Distributed power generation; Network models; Cascading outages; Clustering networks; coherency; Coherency; controlled islanding; Controlled islanding; Network splitting; Network-based approach; structural deep clustering network.; Structural deep clustering network.; #faults-reliability
2024,"Di, Y.; Wang, F.; Zhao, Z.; Zhai, Z.; Chen, X.",An interpretable graph neural network for real-world satellite power system anomaly detection based on graph filtering,,2024,5 citations (Semantic Scholar/DOI) [2025-04-09] 1 citations (Crossref) [2025-04-02],#done; Graph neural networks; Graph neural network; Deep learning; Anomaly detection; Interpretability; #XAI; Satellites; Telemetering equipment; Detection methods; Aerospace industry; Current detection; Data characteristics; Frequency response; Quadratic approximation; Real-world; Satellite power system; Working mechanisms; #faults-reliability
2023,"Dezvarei, Mojtaba; Tomsovic, Kevin; Sun, Jinyuan Stella; Djouadi, Seddik M.",Graph Neural Network Framework for Security Assessment Informed by Topological Measures,http://arxiv.org/abs/2301.12988,1/30/23,"2 citations (Semantic Scholar/arXiv) [2025-04-09] 2 citations (Semantic Scholar/DOI) [2025-04-09] arXiv:2301.12988 [cs, eess]",#done; notion; #faults-reliability
2024,"Deihim, A.; Apostolopoulou, D.; Alonso, E.",Initial estimate of AC optimal power flow with graph neural networks,,2024,2 citations (Semantic Scholar/DOI) [2025-04-09] 1 citations (Crossref/DOI) [2025-04-07] 1 citations (Crossref) [2025-04-02],#done; Graph neural networks; Deep learning; Reinforcement learning; Electric load flow; Graphic methods; Flow graphs; Learning algorithms; Power control; Acoustic generators; Optimal power flows; Iterative methods; AC optimal power flow; Alternating current; Convergence time; Initial estimate; Initial guess; Interior point; Proximal policy approximation; Warm start; #optimization-control
2022,"de Jongh, Steven; Gielnik, Frederik; Mueller, Felicitas; Schmit, Loris; Suriyah, Michael; Leibfried, Thomas",Physics-informed geometric deep learning for inference tasks in power systems,https://www.sciencedirect.com/science/article/pii/S0378779622005223,10/1/22,9 citations (Semantic Scholar/DOI) [2025-04-09] 0 citations (Crossref/DOI) [2025-04-07] 0 citations (Crossref) [2025-04-02],#done; notion; #grid-analysis
